blend_file,domain,object_name,type,data_name,collections,semantic_base,lod_name,lod_level,vertices,triangles,materials,uv_layers,color_attributes,modifiers,parent,instance_type,instance_collection,lay_asset_key,lay_model,boneSetIndex,colTreeNodeIndex,unknownWorldDataIndex,col_type,surface_type,col_modifier,location,rotation_euler,scale
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.022,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[41.54607009887695,20.90556526184082,4.1986589431762695]","[-1.477729082107544,3.0886144638061523,-0.8441567420959473]","[1.0740000009536743,1.0740000009536743,1.0740000009536743]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.023,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[38.97432327270508,22.07513427734375,4.203221797943115]","[1.4523341655731201,6.199840068817139,-1.0104172229766846]","[1.0410000085830688,1.0410000085830688,1.0410000085830688]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.024,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[40.68891143798828,23.343454360961914,4.061420917510986]","[-1.5679734945297241,3.087721109390259,-1.1870447397232056]","[0.9879999756813049,0.9879999756813049,0.9879999756813049]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.025,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[37.024559020996094,31.05091667175293,3.292600393295288]","[1.4966259002685547,-0.04758191481232643,0.4057762026786804]","[0.9950000047683716,0.9950000047683716,0.9950000047683716]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.026,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[34.6512451171875,22.040721893310547,4.055735111236572]","[-1.5541335344314575,3.03047513961792,-1.7610704898834229]","[1.159999966621399,1.159999966621399,1.159999966621399]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.027,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[35.72248840332031,24.350994110107422,3.931962013244629]","[1.4199657440185547,0.1040070652961731,0.5191190242767334]","[0.906000018119812,0.906000018119812,0.906000018119812]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.028,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[33.46862030029297,25.472557067871094,3.6776492595672607]","[-1.3628864288330078,3.343146800994873,0.7806702256202698]","[0.949999988079071,0.949999988079071,0.949999988079071]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.029,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[31.289430618286133,23.248689651489258,3.6630589962005615]","[1.4365514516830444,-0.04759181663393974,1.4286800622940063]","[0.9679999947547913,0.9679999947547913,0.9679999947547913]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.030,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[30.97374725341797,21.595096588134766,3.8411200046539307]","[-1.7268527746200562,2.9128479957580566,-1.8845572471618652]","[1.0180000066757202,1.0180000066757202,1.0180000066757202]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.031,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[30.130573272705078,26.80837631225586,2.954359292984009]","[1.4096959829330444,5.941174030303955,-0.7553196549415588]","[0.8870000243186951,0.8870000243186951,0.8870000243186951]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.032,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[30.855436325073242,25.658533096313477,3.4698193073272705]","[-1.3245724439620972,2.8732049465179443,-0.3215925693511963]","[0.8130000233650208,0.8130000233650208,0.8130000233650208]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.033,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[32.07294845581055,27.203651428222656,3.052532196044922]","[1.4695992469787598,5.98938512802124,-0.8161570429801941]","[0.8830000162124634,0.8830000162124634,0.8830000162124634]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.034,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[29.84950828552246,29.09599494934082,2.209613084793091]","[-1.2911853790283203,3.148991584777832,0.5674647092819214]","[1.027999997138977,1.027999997138977,1.027999997138977]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.035,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[31.08547592163086,31.838064193725586,1.9063704013824463]","[1.4341089725494385,6.0745439529418945,-0.03240633383393288]","[0.9890000224113464,0.9890000224113464,0.9890000224113464]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.036,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[33.55078887939453,31.37775230407715,2.549191474914551]","[1.3017525672912598,0.029524048790335655,1.2591339349746704]","[1.055999994277954,1.055999994277954,1.055999994277954]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.037,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[35.74543762207031,29.694080352783203,3.143170118331909]","[1.3980430364608765,0.007192371878772974,1.4194644689559937]","[1.0740000009536743,1.0740000009536743,1.0740000009536743]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.038,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[30.415817260742188,35.05802536010742,1.4824105501174927]","[-1.7759393453598022,3.089320659637451,-1.3360902070999146]","[0.828000009059906,0.828000009059906,0.828000009059906]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.039,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[33.763153076171875,34.239784240722656,2.399923324584961]","[-1.7821146249771118,2.915571451187134,-0.8396816253662109]","[0.9380000233650208,0.9380000233650208,0.9380000233650208]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.040,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[32.209625244140625,36.34841537475586,1.964288592338562]","[1.3089773654937744,-0.07877472043037415,1.5211166143417358]","[1.1720000505447388,1.1720000505447388,1.1720000505447388]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.041,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[30.158044815063477,38.47248077392578,1.7472866773605347]","[-1.6965091228485107,2.8818161487579346,0.18072782456874847]","[0.8859999775886536,0.8859999775886536,0.8859999775886536]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.042,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[35.53833770751953,33.4382209777832,2.9648053646087646]","[1.4529258012771606,0.035746797919273376,1.7046618461608887]","[1.1039999723434448,1.1039999723434448,1.1039999723434448]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.043,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[33.97372817993164,36.5059928894043,2.496173620223999]","[1.4015141725540161,0.20647688210010529,-3.767181158065796]","[1.059000015258789,1.059000015258789,1.059000015258789]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.044,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[32.3862190246582,39.492244720458984,2.34513258934021]","[1.7538539171218872,6.358300685882568,-1.3960851430892944]","[0.9210000038146973,0.9210000038146973,0.9210000038146973]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.045,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[30.095592498779297,40.43239974975586,2.053346633911133]","[1.8050909042358398,6.145633220672607,-0.43615713715553284]","[0.8629999756813049,0.8629999756813049,0.8629999756813049]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.046,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[26.541364669799805,38.67904281616211,1.0152347087860107]","[-1.7878583669662476,3.2306394577026367,-1.2772444486618042]","[0.9010000228881836,0.9010000228881836,0.9010000228881836]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.047,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[30.181785583496094,42.47224426269531,2.2468068599700928]","[1.5202295780181885,-0.0979321226477623,1.1789145469665527]","[1.0959999561309814,1.0959999561309814,1.0959999561309814]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.048,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[29.819490432739258,44.05314254760742,2.4675588607788086]","[1.5496186017990112,0.051413342356681824,-0.20158301293849945]","[1.1670000553131104,1.1670000553131104,1.1670000553131104]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.049,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[27.047916412353516,47.747440338134766,2.377803087234497]","[-1.5705161094665527,-3.1046855449676514,1.4577728509902954]","[1.0479999780654907,1.0479999780654907,1.0479999780654907]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08827-Instance.050,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08827,bgd000,,,,,,,"[23.305593490600586,52.239627838134766,2.032099485397339]","[1.552775502204895,0.016746381297707558,0.8946357369422913]","[1.1629999876022339,1.1629999876022339,1.1629999876022339]"
CityOfRuinBridge.blend,LAY_ASSET,bgd000_08950,EMPTY,,lay_layAssets,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[50.86885452270508,72.42192840576172,0.4819081723690033]","[1.5190554857254028,-0.008119205944240093,0.21581022441387177]","[0.9269999861717224,0.9269999861717224,0.9269999861717224]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[53.737850189208984,72.30677795410156,0.546308159828186]","[-1.512771487236023,3.1139109134674072,0.31787732243537903]","[1.0549999475479126,1.0549999475479126,1.0549999475479126]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.001,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[53.29843521118164,75.20880889892578,0.22343629598617554]","[-1.417181372642517,3.1007864475250244,-0.6547955870628357]","[0.9660000205039978,0.9660000205039978,0.9660000205039978]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.002,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[54.062644958496094,78.39630889892578,-0.001419573207385838]","[-1.566566824913025,3.130434274673462,-1.3417505025863647]","[0.9980000257492065,0.9980000257492065,0.9980000257492065]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.003,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[50.016998291015625,79.58595275878906,-0.007991521619260311]","[-1.5707319974899292,3.145000696182251,1.1255804300308228]","[1.090999960899353,1.090999960899353,1.090999960899353]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.004,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[50.84114074707031,76.47771453857422,0.20230033993721008]","[-1.516086459159851,3.2466869354248047,0.5772169232368469]","[1.0479999780654907,1.0479999780654907,1.0479999780654907]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.005,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[47.851314544677734,76.51158142089844,0.32713034749031067]","[1.5081019401550293,6.243702411651611,-1.3093645572662354]","[0.8199999928474426,0.8199999928474426,0.8199999928474426]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.006,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[48.69942092895508,74.22423553466797,0.31669825315475464]","[1.5626941919326782,-0.021972838789224625,0.15518377721309662]","[0.8479999899864197,0.8479999899864197,0.8479999899864197]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.007,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[46.089420318603516,77.2459945678711,0.2685583531856537]","[1.5683497190475464,6.2477803230285645,-0.54627925157547]","[1.1690000295639038,1.1690000295639038,1.1690000295639038]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.008,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[46.55797576904297,81.68736267089844,-0.008291428908705711]","[1.5708471536636353,6.283228874206543,-1.3949192762374878]","[1.0499999523162842,1.0499999523162842,1.0499999523162842]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.009,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[44.13374710083008,84.1297836303711,-0.008240322582423687]","[-1.5707963705062866,3.1415927410125732,-0.4942077696323395]","[0.9079999923706055,0.9079999923706055,0.9079999923706055]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.010,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[44.441490173339844,82.0536117553711,-0.008334413170814514]","[1.5707749128341675,5.905575380893424e-05,1.1570830345153809]","[1.190999984741211,1.190999984741211,1.190999984741211]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.011,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[48.328208923339844,84.22071838378906,-0.00821531843394041]","[1.5708060264587402,6.283186435699463,-0.3212283253669739]","[0.8899999856948853,0.8899999856948853,0.8899999856948853]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.012,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[50.27592468261719,82.69509887695312,-0.008219385519623756]","[-1.5708140134811401,3.1415863037109375,-0.3908316195011139]","[0.9649999737739563,0.9649999737739563,0.9649999737739563]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.013,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[47.85354232788086,85.9915771484375,-0.008233240805566311]","[1.570735216140747,6.283131122589111,-0.47349056601524353]","[1.156999945640564,1.156999945640564,1.156999945640564]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.014,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[50.196834564208984,85.61959075927734,-0.008492257446050644]","[1.571395993232727,-0.0021251512225717306,1.305436372756958]","[1.1540000438690186,1.1540000438690186,1.1540000438690186]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.015,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[45.174930572509766,85.24536895751953,-0.008240274153649807]","[1.5707963705062866,-3.144706184343704e-08,0.8029739856719971]","[0.8270000219345093,0.8270000219345093,0.8270000219345093]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.016,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[52.8709831237793,81.17724609375,-0.008301451802253723]","[1.57081937789917,6.283298492431641,-1.085211157798767]","[1.0199999809265137,1.0199999809265137,1.0199999809265137]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.017,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[54.53352355957031,82.4999008178711,-0.010500393807888031]","[-1.5771597623825073,3.1517903804779053,1.373431921005249]","[0.9290000200271606,0.9290000200271606,0.9290000200271606]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.018,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[54.11598587036133,85.07697296142578,-0.043861281126737595]","[-1.547157883644104,3.1142287254333496,-1.683709979057312]","[1.0809999704360962,1.0809999704360962,1.0809999704360962]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.019,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[53.38039779663086,87.94119262695312,-0.09766115248203278]","[-1.5194242000579834,3.1562554836273193,-0.6694837808609009]","[1.180999994277954,1.180999994277954,1.180999994277954]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.020,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[50.59149932861328,89.08068084716797,-0.032578106969594955]","[-1.5444902181625366,3.158862590789795,-0.4289669096469879]","[1.1100000143051147,1.1100000143051147,1.1100000143051147]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.021,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[43.08354187011719,86.8382568359375,-0.008239204064011574]","[-1.5707963705062866,3.1415927410125732,0.33517345786094666]","[1.1019999980926514,1.1019999980926514,1.1019999980926514]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.022,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[47.834110260009766,89.21583557128906,-0.008239100687205791]","[1.5707963705062866,6.2831854820251465,-0.3079984784126282]","[0.8690000176429749,0.8690000176429749,0.8690000176429749]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.023,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[52.24995040893555,69.53958892822266,0.49993905425071716]","[1.5781786441802979,-0.041482772678136826,-0.5217444896697998]","[1.1970000267028809,1.1970000267028809,1.1970000267028809]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.024,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[22.53416633605957,54.01130676269531,2.0181283950805664]","[1.6448109149932861,-0.24507829546928406,0.13665078580379486]","[0.9449999928474426,0.9449999928474426,0.9449999928474426]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.025,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[21.05405044555664,55.79736328125,1.7236213684082031]","[1.5603721141815186,6.004996299743652,-0.6889922618865967]","[1.0770000219345093,1.0770000219345093,1.0770000219345093]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.026,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[19.707399368286133,58.53622817993164,0.8919565677642822]","[1.693440556526184,6.053109169006348,-1.0074735879898071]","[1.125,1.125,1.125]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.027,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[23.30832862854004,61.41497802734375,0.8785277009010315]","[1.4309325218200684,6.1301984786987305,-0.7435070276260376]","[0.9629999995231628,0.9629999995231628,0.9629999995231628]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.028,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[20.318679809570312,61.451385498046875,0.624990701675415]","[-1.6337698698043823,2.978365182876587,-1.1173813343048096]","[0.9990000128746033,0.9990000128746033,0.9990000128746033]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.029,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[17.09815216064453,61.26580047607422,0.31944867968559265]","[1.6085901260375977,6.209440231323242,-0.9827758073806763]","[1.0709999799728394,1.0709999799728394,1.0709999799728394]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.030,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[13.936570167541504,62.003143310546875,0.11509871482849121]","[1.4792145490646362,-0.06592172384262085,0.25084152817726135]","[0.8259999752044678,0.8259999752044678,0.8259999752044678]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.031,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[11.57693099975586,63.69329833984375,-0.00824021641165018]","[1.5707963705062866,-3.998799869009417e-08,1.1550589799880981]","[1.159000039100647,1.159000039100647,1.159000039100647]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.032,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[7.887692928314209,64.4327163696289,-0.00824018381536007]","[-1.5707963705062866,3.1415927410125732,-0.7093197107315063]","[1.0290000438690186,1.0290000438690186,1.0290000438690186]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.033,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[7.820026874542236,79.0108413696289,-0.008239546790719032]","[1.5707963705062866,6.2831854820251465,-0.18987447023391724]","[0.9559999704360962,0.9559999704360962,0.9559999704360962]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.034,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[8.084050178527832,81.85712432861328,-0.008239421993494034]","[-1.5707963705062866,3.141592502593994,1.1172202825546265]","[1.0069999694824219,1.0069999694824219,1.0069999694824219]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.035,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[7.79520320892334,85.59927368164062,-0.008239258080720901]","[1.5707963705062866,6.2831854820251465,-0.935775101184845]","[0.8730000257492065,0.8730000257492065,0.8730000257492065]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.036,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[8.00350284576416,71.28369140625,-0.008239883929491043]","[-1.5707963705062866,3.1415927410125732,-0.15191355347633362]","[0.9160000085830688,0.9160000085830688,0.9160000085830688]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08950-Instance.037,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08950,bgd000,,,,,,,"[7.735407829284668,89.28728485107422,0.17548289895057678]","[1.6289435625076294,-0.022073183208703995,0.6956743597984314]","[1.125,1.125,1.125]"
CityOfRuinBridge.blend,LAY_ASSET,bgd000_08994,EMPTY,,lay_layAssets,,,,,,,,,,,NONE,,bgd000_08994,bgd000,,,,,,,"[5.243093013763428,66.20064544677734,-0.008240106515586376]","[1.5707963705062866,6.2831854820251465,-1.2966221570968628]","[0.8190000057220459,0.8190000057220459,0.8190000057220459]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08994-Instance,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08994,bgd000,,,,,,,"[5.987096786499023,69.87673950195312,-0.008239945396780968]","[1.5707963705062866,-4.0733542761017816e-08,1.1995470523834229]","[1.0399999618530273,1.0399999618530273,1.0399999618530273]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08994-Instance.001,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08994,bgd000,,,,,,,"[2.7172629833221436,66.95462799072266,-0.008240073919296265]","[-1.5707963705062866,3.1415929794311523,-0.9448866248130798]","[1.156000018119812,1.156000018119812,1.156000018119812]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08994-Instance.002,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08994,bgd000,,,,,,,"[5.983992099761963,72.2579116821289,-0.008239842019975185]","[1.5707963705062866,6.2831854820251465,-0.22870810329914093]","[1.0329999923706055,1.0329999923706055,1.0329999923706055]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08994-Instance.003,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08994,bgd000,,,,,,,"[6.11273193359375,75.06474304199219,-0.008239719085395336]","[-1.5707963705062866,3.1415927410125732,0.33430036902427673]","[1.0130000114440918,1.0130000114440918,1.0130000114440918]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08994-Instance.004,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08994,bgd000,,,,,,,"[6.135261058807373,77.50200653076172,-0.008239611983299255]","[-1.5707963705062866,3.1415927410125732,-0.8098326921463013]","[0.8230000138282776,0.8230000138282776,0.8230000138282776]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08994-Instance.005,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08994,bgd000,,,,,,,"[6.094675064086914,80.59239959716797,-0.008239476941525936]","[1.5707963705062866,-1.566189844481869e-08,0.3664489984512329]","[0.8149999976158142,0.8149999976158142,0.8149999976158142]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08994-Instance.006,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08994,bgd000,,,,,,,"[6.4652509689331055,82.66818237304688,-0.008239386603236198]","[-1.5707963705062866,3.141592502593994,1.2828172445297241]","[0.847000002861023,0.847000002861023,0.847000002861023]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08994-Instance.007,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08994,bgd000,,,,,,,"[5.902253150939941,84.96295166015625,-0.00823928602039814]","[-1.5707963705062866,3.1415927410125732,-0.27015963196754456]","[0.8880000114440918,0.8880000114440918,0.8880000114440918]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08994-Instance.008,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08994,bgd000,,,,,,,"[2.8256421089172363,87.19689178466797,0.1142348125576973]","[-1.621893048286438,3.181246280670166,-0.5387294292449951]","[0.8679999709129333,0.8679999709129333,0.8679999709129333]"
CityOfRuinBridge.blend,LAY_INSTANCE,bgd000_08994-Instance.009,EMPTY,,lay_layInstances,,,,,,,,,,,NONE,,bgd000_08994,bgd000,,,,,,,"[4.68060302734375,87.48709106445312,0.11842881888151169]","[1.6062262058258057,6.3372955322265625,-0.8699783682823181]","[1.1030000448226929,1.1030000448226929,1.1030000448226929]"
