index,mesh_name,base_name,source_class,semantic_group,vertices,triangles,material,uv_layers,color_attributes,min_x,min_y,min_z,max_x,max_y,max_z,geometry_hash,engine_action
206,g11021_build7.021,g11021_build7,WMB,Building visual,16,8,mas_pipebig01_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-57.13465881347656,12.408279418945312,-11.689279556274414,-52.01812744140625,30.498830795288086,-3.397819995880127,a15d39fb602232f9d8e0755817622670b114cf6d1556882895f585aaa3eed79e,공간 chunk·material 단위 정적 배치
207,g11021_build7.022,g11021_build7,WMB,Building visual,40,20,mas_pipebig01_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-55.32340621948242,67.17339324951172,-15.251559257507324,-7.770869731903076,133.53643798828125,-3.437969923019409,1c670968129bade278fe22391077ae1764148437dc00245f80d8d910a35492de,공간 chunk·material 단위 정적 배치
208,g11021_build7.023,g11021_build7,WMB,Building visual,2104,1052,os09_buildingparts01_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-62.13145065307617,11.235349655151367,-19.739059448242188,-1.920889973640442,316.706787109375,104.10509490966797,dd5abd64363256c9b931d69b8d8a0871768e65fffbd4ea7f6fb18ec17e6f17d0,공간 chunk·material 단위 정적 배치
209,g11021_build7.024,g11021_build7,WMB,Building visual,304,152,os09_buildingparts01_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-52.16270065307617,11.235349655151367,9.319640159606934,-1.920889973640442,298.0926818847656,28.937719345092773,bd236a6111e095fe5bea36bf7247d3c95ba6991f8b0bee0e8da25248a1fe3476,공간 chunk·material 단위 정적 배치
210,g11021_build7.025,g11021_build7,WMB,Building visual,24,12,os09_buildingparts01_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-51.53738784790039,11.235349655151367,-3.3717498779296875,-10.080280303955078,39.259849548339844,12.131659507751465,5f4ce27141a9b73bdde89fa767caa25f4a5cfc913a5dd0f1a26869d771385473,공간 chunk·material 단위 정적 배치
211,g11021_build7.026,g11021_build7,WMB,Building visual,568,284,os09_buildingparts01_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-52.16270065307617,11.808089256286621,-19.739059448242188,-2.2593400478363037,297.6542053222656,19.899879455566406,6e9d906b0914bae331d7281d0c41722866257f2509059febed49f6a678395753,공간 chunk·material 단위 정적 배치
212,g11021_build7.027,g11021_build7,WMB,Building visual,8,4,os09_buildingparts01_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-47.14204025268555,75.25128936767578,0.06689999997615814,-27.65523910522461,75.51944732666016,2.2148900032043457,da6e5745430e1030a54a6aac57dd33bf09d8df85881445fab75cc932a164b2bd,공간 chunk·material 단위 정적 배치
213,g11021_build7.028,g11021_build7,WMB,Building visual,704,352,os09_buildingparts01_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-68.9979019165039,75.25128936767578,-7.080349445343018,-1.920889973640442,298.0926818847656,8.899640083312988,f18df8985e85b89663fa8c1d05e188a97967925ea9d5c72ae28a999834a22917,공간 chunk·material 단위 정적 배치
214,g11021_build7.029,g11021_build7,WMB,Building visual,168,84,os09_buildingparts01_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-56.79254913330078,11.235349655151367,-19.739059448242188,-10.080280303955078,40.70737838745117,-4.379069805145264,055a31c6a7640e1ef2809e277ef3f03980aad642c0a1b5f3441c319760b081e8,공간 chunk·material 단위 정적 배치
215,g11021_build7.030,g11021_build7,WMB,Building visual,844,422,os09_buildingparts01_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-68.9979019165039,11.808089256286621,-19.403919219970703,0.3820900022983551,298.0926818847656,-3.4565799236297607,17c933f872da79f3ab8345ad71f1dac76e9c0e77fc1f29e2d3d30451a96c70ce,공간 chunk·material 단위 정적 배치
216,g11021_build7.031,g11021_build7,WMB,Building visual,192,96,os09_pipetiling01_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-46.14598083496094,22.794418334960938,7.1304497718811035,-9.017899513244629,290.6456604003906,92.91963958740234,b736341b26c5cae699497b91b8efbefd815ee96dbddf641d3cbf4d4eeee1b54e,공간 chunk·material 단위 정적 배치
217,g11021_build7.032,g11021_build7,WMB,Building visual,32,16,os09_pipetiling01_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-21.517900466918945,278.1456604003906,9.419639587402344,-9.017899513244629,290.6456604003906,24.419641494750977,106b3dd54bd6cefe26f4952811eab8130597f9b28f5a89f80895716b9cb7bfb5,공간 chunk·material 단위 정적 배치
218,g11021_build7.033,g11021_build7,WMB,Building visual,32,16,os09_pipetiling01_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-46.14598083496094,76.44800567626953,2.312579870223999,-28.81427001953125,91.3603515625,18.42258071899414,590caba9eeaa51eadcee3835bc74244c44d36c773a7f5e23f1c4e0dd220f69ba,공간 chunk·material 단위 정적 배치
219,g11021_build7.034,g11021_build7,WMB,Building visual,32,16,os09_pipetiling01_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-43.01536178588867,22.794418334960938,-11.797760009765625,-29.848989486694336,36.284420013427734,7.1304497718811035,aa8fb34cf7c828b87c20cb46c29dca3ded850c0610cde685219516163b082b5d,공간 chunk·material 단위 정적 배치
220,g11021_build7.035,g11021_build7,WMB,Building visual,32,16,os09_pipetiling01_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-21.517900466918945,278.1456604003906,-6.580349445343018,-9.017899513244629,290.6456604003906,8.419639587402344,106b3dd54bd6cefe26f4952811eab8130597f9b28f5a89f80895716b9cb7bfb5,공간 chunk·material 단위 정적 배치
221,g11021_build7.036,g11021_build7,WMB,Building visual,120,60,os09_pipetiling01_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-13.017900466918945,169.8761749267578,-13.080349922180176,-7.517899513244629,224.12515258789062,-8.490349769592285,bcca41771580aa8c78dc04cf7b4e79f99bf6fea5a10d97deb93c8eeebeed393e,공간 chunk·material 단위 정적 배치
222,g11021_build7.037,g11021_build7,WMB,Building visual,5500,2904,os09_stairladder01_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-64.94644927978516,-3.6842498779296875,15.883219718933105,-2.192389965057373,317.795654296875,93.91963958740234,8fbd8bf15b6a9e187022cdabe0606160f95fa3331b90b9dd18131d3f4bc76906,공간 chunk·material 단위 정적 배치
223,g11021_build7.038,g11021_build7,WMB,Building visual,1846,1038,os09_stairladder01_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-65.42485046386719,12.018320083618164,2.027559995651245,-2.192389965057373,297.7311706542969,29.041860580444336,c7b3e72078a9df64eae7680157420c017c86f7c476b6c65cce3b7fa79aea1786,공간 chunk·material 단위 정적 배치
224,g11021_build7.039,g11021_build7,WMB,Building visual,288,158,os09_stairladder01_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-56.16738510131836,-3.6842498779296875,4.441309928894043,-9.946920394897461,30.55253791809082,21.371540069580078,dda30dcdc0e4d723132e27cc6efe52a5671e5515efd71f2c66b6a3d8b01b67a9,공간 chunk·material 단위 정적 배치
225,g11021_build7.040,g11021_build7,WMB,Building visual,1823,966,os09_stairladder01_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-55.33570861816406,11.668869018554688,1.9196399450302124,-2.192389965057373,297.7311706542969,20.587871551513672,422a4756145e313f37f156581a80ed18a8c9bb60d96e3c2691ce0d72b732bdcd,공간 chunk·material 단위 정적 배치
226,g11021_build7.041,g11021_build7,WMB,Building visual,96,48,os09_stairladder01_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-57.18836975097656,11.359028816223145,-3.397819995880127,-9.946920394897461,53.11766052246094,5.946189880371094,fc691458d06a5fd5181b17b36c2a2b8bb3e07cdf781fd131c4052c95536d392f,공간 chunk·material 단위 정적 배치
227,g11021_build7.042,g11021_build7,WMB,Building visual,236,112,os09_stairladder01_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-57.18836975097656,13.981450080871582,-12.067519187927246,-7.746079444885254,71.21753692626953,5.946189880371094,5161aa0d56c6bbd8173c047e3c072eb327c447249f43f1252e390b6975ddb2f7,공간 chunk·material 단위 정적 배치
228,g11021_build7.043,g11021_build7,WMB,Building visual,1288,706,os09_stairladder01_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-65.42485046386719,70.9468002319336,-10.634220123291016,-3.3599300384521484,297.3036804199219,8.919650077819824,1c70a54c32d871ab6cca596dde892a143ad223895c57ecb66e1d4f8ffb1b813e,공간 chunk·material 단위 정적 배치
229,g11021_build7.044,g11021_build7,WMB,Building visual,364,176,os09_stairladder01_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-57.18836975097656,12.212699890136719,-20.025409698486328,-27.695159912109375,38.24715042114258,-3.3844196796417236,48569fad2b231bd9c31469e5dca10e50fbea2fd8293206d66d51b6e6f7b44492,공간 chunk·material 단위 정적 배치
230,g11021_build7.045,g11021_build7,WMB,Building visual,8,4,os09_stairladder01_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-56.882659912109375,25.823949813842773,-19.73699951171875,-55.08207702636719,26.210739135742188,-19.736440658569336,a7fffb79b5b4ca7bb3beec2f145bd8330aaf2f5b3f310ed2f8dacaae27d231a8,공간 chunk·material 단위 정적 배치
231,g11021_build7.046,g11021_build7,WMB,Building visual,2079,1062,os09_stairladder01_aaa1_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,-55.37711715698242,67.11968994140625,-20.146129608154297,0.7321299314498901,297.7311706542969,-3.437959909439087,43e1295d35877dd30dcdc3bb3161ef6fdbf95e0885a9ea3f191616121464e4ca,공간 chunk·material 단위 정적 배치
232,g11021_DistantView,g11021_DistantView,WMB,Distant backdrop visual,1862,1443,kaj_tree_leaf_aaa1_1,UVMap1;UVMap2;UVMap3;UVMap4,Col,91.74497985839844,-290.70391845703125,-0.3996399939060211,278.4071350097656,-68.62982940673828,98.71083068847656,9b2d41e1194afccd899862b164c8f29f7e69d49dad4e515433a07166fd8db262,근거리 구조물과 분리해 별도 가시거리·컬링 적용
233,g11021_DistantView.001,g11021_DistantView,WMB,Distant backdrop visual,16,8,kaj_tree_leaf_aaa1_1,UVMap1;UVMap2;UVMap3;UVMap4,Col,116.9759521484375,-165.98471069335938,-9.39054012298584,137.26541137695312,-147.9622802734375,12.893000602722168,f02b4d274fee326770d41cf01b9c96d7c17840f5c1a95259c93e8ee5af0ec6a0,근거리 구조물과 분리해 별도 가시거리·컬링 적용
234,g11021_DistantView.002,g11021_DistantView,WMB,Distant backdrop visual,36,16,kaj_tree_leaf_aaa1_1,UVMap1;UVMap2;UVMap3;UVMap4,Col,57.98048782348633,-226.85150146484375,-27.78061866760254,117.19759368896484,-134.7205352783203,-3.6121397018432617,e8e936ccb4162b21f8e9603ca49d2a6e9ceed48691070fe6816ac52ddb5fd508,근거리 구조물과 분리해 별도 가시거리·컬링 적용
235,g11021_DistantView.003,g11021_DistantView,WMB,Distant backdrop visual,36,16,kaj_tree_leaf_aaa1_1,UVMap1;UVMap2;UVMap3;UVMap4,Col,63.22837829589844,-226.85150146484375,-40.35877990722656,113.27735900878906,-134.7205352783203,-6.942259788513184,d11bd4adba6f47004f8e9e25a0aefd28c9949c7589a22529e569f3e34d9ffdf8,근거리 구조물과 분리해 별도 가시거리·컬링 적용
236,g11021_DistantView.004,g11021_DistantView,WMB,Distant backdrop visual,600,200,g11121_buildings_06_material1_albedo_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,304.6996154785156,-475.1868896484375,-61.946659088134766,373.9430236816406,-400.0641784667969,74.83609771728516,e9c2b39943e287671e835000a2faecbb66db85a0a2fffe3c01857c3f4a751d68,근거리 구조물과 분리해 별도 가시거리·컬링 적용
237,g11021_DistantView.005,g11021_DistantView,WMB,Distant backdrop visual,69,23,g11121_buildings_06_material1_albedo_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,307.04736328125,-462.09417724609375,-10.338919639587402,325.7481689453125,-399.20941162109375,18.033369064331055,82cf7ae6385d70966621a790e50597b574eb74e7061d90660cb0b6d4fcf5a623,근거리 구조물과 분리해 별도 가시거리·컬링 적용
238,g11021_DistantView.006,g11021_DistantView,WMB,Distant backdrop visual,132,44,g11121_buildings_06_material1_albedo_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,302.64202880859375,-465.8923645019531,-61.946659088134766,321.52777099609375,-399.20941162109375,7.0707597732543945,cc634ce38fe44606f44fd82b754b8d0b9a403126c3bdcd76bb7994ccaf452323,근거리 구조물과 분리해 별도 가시거리·컬링 적용
239,g11021_DistantView.007,g11021_DistantView,WMB,Distant backdrop visual,264,88,g11121_buildings_06_material1_albedo_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,288.90960693359375,-465.8923645019531,-61.946659088134766,333.22454833984375,-396.4963684082031,-7.173619747161865,f91709ac015b42524e2ecf7fb7bf1a245339e9a9a9a963a187e1ea34cd721675,근거리 구조물과 분리해 별도 가시거리·컬링 적용
240,g11021_DistantView.008,g11021_DistantView,WMB,Distant backdrop visual,35,48,kaj_ground_weed_01_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,184.94175720214844,-135.18238830566406,7.665759563446045,234.39938354492188,-96.40215301513672,10.138419151306152,3ecfa1c3bd833755696190a9e45cbdcc57f29174fcbcfa9ce82d84a315b6bb46,근거리 구조물과 분리해 별도 가시거리·컬링 적용
241,g11021_DistantView.009,g11021_DistantView,WMB,Distant backdrop visual,418,731,kaj_ground_weed_01_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,83.678466796875,-304.4168395996094,-10.806570053100586,306.44091796875,-98.59761810302734,9.003789901733398,3c468406d85ab57b97aee4e76e3249f95df0f2b674e7c6928df1e09b80d407ff,근거리 구조물과 분리해 별도 가시거리·컬링 적용
242,g11021_DistantView.010,g11021_DistantView,WMB,Distant backdrop visual,830,1425,kaj_ground_weed_01_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,69.24638366699219,-523.998046875,-67.28307342529297,310.0173645019531,-119.96967315673828,-6.8061699867248535,d2c92a73e613c432e5b2f85157f9cbf2ad6d9468fa4233353c07ff5748e0645c,근거리 구조물과 분리해 별도 가시거리·컬링 적용
243,g11021_DistantView.011,g11021_DistantView,WMB,Distant backdrop visual,7212,2672,yam_build01_aaax,UVMap1;UVMap2;UVMap3;UVMap4,Col,91.1733169555664,-365.6166076660156,-66.8581314086914,278.85888671875,-69.46189880371094,86.25711822509766,2e4ca1ee98c651501e69460988b7dfc351131119d76867d3c9cdd5cb9c56c05d,근거리 구조물과 분리해 별도 가시거리·컬링 적용
244,g11021_DistantView.012,g11021_DistantView,WMB,Distant backdrop visual,950,371,yam_build01_aaax,UVMap1;UVMap2;UVMap3;UVMap4,Col,96.22845458984375,-366.0697937011719,-61.32213592529297,278.44921875,-70.16779327392578,18.058910369873047,b8861fe016b03b0d45036ad369697f33fdfd0fdd8e4fd67fd7ff50df99bd6a0c,근거리 구조물과 분리해 별도 가시거리·컬링 적용
245,g11021_DistantView.013,g11021_DistantView,WMB,Distant backdrop visual,1798,698,yam_build01_aaax,UVMap1;UVMap2;UVMap3;UVMap4,Col,96.22845458984375,-515.8766479492188,-80.6746597290039,315.9407958984375,-70.16779327392578,9.016389846801758,f82f176729d42510b7259a4cdd24b0c2c8404f3a5512f6efcac77c1268067b09,근거리 구조물과 분리해 별도 가시거리·컬링 적용
246,g11021_DistantView.014,g11021_DistantView,WMB,Distant backdrop visual,2463,991,yam_build01_aaax,UVMap1;UVMap2;UVMap3;UVMap4,Col,63.95119094848633,-516.4782104492188,-91.21163177490234,316.2294006347656,-83.38658905029297,-6.769669532775879,a52dbba719feb6530f501ba393f75c1813f6119c922b1766d00687573302c184,근거리 구조물과 분리해 별도 가시거리·컬링 적용
247,g11021_DistantView.015,g11021_DistantView,WMB,Distant backdrop visual,6,2,yam_build01_aaax,UVMap1;UVMap2;UVMap3;UVMap4,Col,96.22845458984375,-96.72823333740234,-12.212359428405762,134.43130493164062,-70.17967987060547,-7.297329425811768,3dd1a6ccf4ad01fa94d9bd37d523ca4c1757da675296d92b0332c8a740d83e6b,근거리 구조물과 분리해 별도 가시거리·컬링 적용
248,g11021_highway,g11021_highway,WMB,Highway visual,1306,1033,mas_BarricadeSet01_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,36.328731536865234,-19.547529220581055,-4.013700008392334,41.04902648925781,-11.13478946685791,3.4381799697875977,bc411bee3989a00c4df0b40f8641a725d28d3823e449e123e21df8cdf0ad1a76,공간 chunk·material 단위 정적 배치
249,g11021_highway.001,g11021_highway,WMB,Highway visual,4348,3268,mas_BarricadeSet01_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,103.10784912109375,-3.1317498683929443,24.27574920654297,131.9280242919922,26.00214958190918,35.2960205078125,7e0355056f5bfc465d2bd6e567899020ff5aca160c5f65d1cda3617279c7851c,공간 chunk·material 단위 정적 배치
250,g11021_highway.002,g11021_highway,WMB,Highway visual,14251,11214,mas_BarricadeSet01_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,87.40474700927734,-3.227720022201538,19.52334976196289,131.71267700195312,25.829999923706055,29.23503875732422,2ffa35d61bcd408d0ca1886d9b2db819f8446c35397557ccded917f36a79e1f6,공간 chunk·material 단위 정적 배치
251,g11021_highway.003,g11021_highway,WMB,Highway visual,2978,2316,mas_BarricadeSet01_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,73.2902603149414,-2.9393999576568604,17.5550594329834,88.59812927246094,25.98141098022461,27.48552894592285,f0dd0ac3622dccf6642f8766bebfa3fee88c460bf688e3fec2fa1ea6131fe8ed,공간 chunk·material 단위 정적 배치
252,g11021_highway.004,g11021_highway,WMB,Highway visual,189,126,mas_BarricadeSet01_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,88.478515625,-2.735260009765625,19.41473960876465,90.3469009399414,0.9763699769973755,21.419307708740234,d02a01d304fffc386083fc9f5c3dffc1936954cacf759023f14d3fe4d5fc43f0,공간 chunk·material 단위 정적 배치
253,g11021_highway.005,g11021_highway,WMB,Highway visual,3554,2688,mas_BarricadeSet01_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,73.88495635986328,-2.5339300632476807,16.764989852905273,89.11894226074219,25.80929946899414,21.419307708740234,fcb27b5182d3e8a55c267f856dadc41a0ee2bb3a9a925c5b03f416d19cb4aeca,공간 chunk·material 단위 정적 배치
254,g11021_highway.006,g11021_highway,WMB,Highway visual,3089,2454,mas_BarricadeSet01_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,40.590328216552734,-6.637139797210693,7.419290065765381,57.172786712646484,0.9402400255203247,19.714359283447266,2674da5b41e329f21a7ed3f2d428bcdac1a645cde41813e70a82f8ad8c4d33f4,공간 chunk·material 단위 정적 배치
255,g11021_highway.007,g11021_highway,WMB,Highway visual,2552,1993,mas_BarricadeSet01_aaax_tga1,UVMap1;UVMap2;UVMap3;UVMap4,Col,39.28616714477539,-13.575889587402344,-2.6290199756622314,49.032440185546875,-1.0675299167633057,9.118669509887695,96d1a36723a5bb2edab53ef5b76f9d251c4146a7973d94141c4d4d5ecc4ca2e4,공간 chunk·material 단위 정적 배치
256,g11021_highway.008,g11021_highway,WMB,Highway visual,268,181,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,39.787559509277344,-30.16010856628418,-7.481559753417969,46.33443832397461,-25.37615966796875,-5.186859607696533,d1231e79e104ebb5c7d55160654249f041c6722ac9e485d0f210fe5a9023b585,공간 chunk·material 단위 정적 배치
257,g11021_highway.009,g11021_highway,WMB,Highway visual,479,308,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,39.360408782958984,-33.835567474365234,-16.001039505004883,46.42900848388672,-23.20339012145996,-6.739919662475586,391a067e3726b661c69b9a41283af54b6a9fc75a686dfc241be25a183d8929f2,공간 chunk·material 단위 정적 배치
258,g11021_highway.010,g11021_highway,WMB,Highway visual,3878,2687,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,5.5626397132873535,-173.47900390625,-48.302040100097656,37.4456901550293,-103.72295379638672,-7.310699939727783,0027140b6814d2df728a13522cedcf6cd377fc583ea23b263f16cee24d6ffc03,공간 chunk·material 단위 정적 배치
259,g11021_highway.011,g11021_highway,WMB,Highway visual,2340,1941,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,4.164809703826904,-108.3517837524414,-23.706640243530273,33.08900833129883,-95.86845397949219,-6.643119812011719,b7bc747e28760080a7208f5516cb12e133d9144804b8a9fc6f3900f4040469de,공간 chunk·material 단위 정적 배치
260,g11021_highway.012,g11021_highway,WMB,Highway visual,2178,1547,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,7.309080123901367,-78.78314971923828,-20.211620330810547,33.52228927612305,-69.00213623046875,-10.40060043334961,959067279dfc06373a1b20007c59e1219aadceff21679b20f540fcb9a3b1fcbc,공간 chunk·material 단위 정적 배치
261,g11021_highway.013,g11021_highway,WMB,Highway visual,1887,1398,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,7.680059432983398,-39.73885726928711,-20.853038787841797,41.44403839111328,-11.353580474853516,-1.7269299030303955,7335871245069dc8d46e599e961919d057a52d8c32f62e92840ce1a1cc258368,공간 chunk·material 단위 정적 배치
262,g11021_highway.014,g11021_highway,WMB,Highway visual,2807,2144,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,4.485020160675049,-35.20084762573242,-20.976770401000977,34.865840911865234,-11.199909210205078,-1.5656700134277344,1dd710e34c80c7cf7eff49f164b7b713448cba25ef5c1d396a8e091567a3573d,공간 chunk·material 단위 정적 배치
263,g11021_highway.015,g11021_highway,WMB,Highway visual,1203,925,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,96.10376739501953,-2.972449779510498,20.5152587890625,133.34283447265625,25.928049087524414,28.0318603515625,f12d715b26e2df1a9b97e4a238f2c6221f2ae1312f3333d681501b9d498a9297,공간 chunk·material 단위 정적 배치
264,g11021_highway.016,g11021_highway,WMB,Highway visual,584,455,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,82.32300567626953,-2.972449779510498,14.61432933807373,126.23384857177734,25.92765998840332,21.412389755249023,7dabbd6defb0da2aabfbdff47c62686eb2db1810ba96e5a533e82ac00f7ff849,공간 chunk·material 단위 정적 배치
265,g11021_highway.017,g11021_highway,WMB,Highway visual,2292,1702,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,61.16952896118164,-2.972449779510498,7.627009868621826,99.80726623535156,25.936288833618164,20.938289642333984,14eadf9d3e21d5843fa1344cfc937e0214c8f9e36999752f8d968749346953ff,공간 chunk·material 단위 정적 배치
266,g11021_highway.018,g11021_highway,WMB,Highway visual,5526,4549,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,17.10770034790039,-3.4112799167633057,7.103939533233643,62.89973068237305,26.25653076171875,15.981159210205078,761902b8631213c1b12e918183432dee85822798b8063e819af2ffea4004ae02,공간 chunk·material 단위 정적 배치
267,g11021_highway.019,g11021_highway,WMB,Highway visual,5222,4272,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,7.680059432983398,-25.70595932006836,-10.072819709777832,69.21150970458984,14.601490020751953,9.112500190734863,5e07600dda89294c51891d85fcac2d853488603c14e5f0554bd5f36865606812,공간 chunk·material 단위 정적 배치
268,g11021_highway.020,g11021_highway,WMB,Highway visual,2015,1575,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,36.49266052246094,12.992149353027344,-4.844840049743652,69.18058776855469,26.072500228881836,9.119879722595215,7b4f8ba3f6fdb19c3ccc05c3cf270f8fb5539e0b8880e945593b66515c2a6a88,공간 chunk·material 단위 정적 배치
269,g11021_highway.021,g11021_highway,WMB,Highway visual,1898,1292,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,12.108339309692383,-18.072208404541016,-15.27100944519043,49.89720916748047,26.402109146118164,-3.3711800575256348,fc4cfa00c8b7c06c9f99120cf416cb500774d44094f505997d6d24a2f4cd1217,공간 chunk·material 단위 정적 배치
270,g11021_highway.022,g11021_highway,WMB,Highway visual,68,39,mas_breakconcrete02_AAAx_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,40.21287155151367,0.2095700055360794,-18.638648986816406,49.88018035888672,26.32554817199707,-13.955810546875,9ebeb9bc32600868404303498c27db4fc86b7031391d3919279c802214435f1e,공간 chunk·material 단위 정적 배치
271,g11021_highway.023,g11021_highway,WMB,Highway visual,12822,6810,mas_fence01_AAA1_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,-67.98863983154297,-52.91361618041992,-19.142059326171875,-33.66586685180664,-49.35982894897461,-13.984379768371582,b11452659636f0e1e3efc0b823c81c5f9e2ea8bc092909487c8144d505c835d8,공간 chunk·material 단위 정적 배치
272,g11021_highway.024,g11021_highway,WMB,Highway visual,6804,3628,mas_fence01_AAA1_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,-30.104698181152344,-24.50041961669922,-19.142059326171875,-8.8843994140625,-24.428068161010742,-13.984379768371582,504a6e9c41bff15ead5d98f450e8c3574608b065b8e850d9ebb24208c7813772,공간 chunk·material 단위 정적 배치
273,g11021_highway.025,g11021_highway,WMB,Highway visual,11573,6162,mas_fence01_AAA1_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,-33.73820877075195,-52.78978729248047,-19.142059326171875,-27.050628662109375,-24.428068161010742,-13.984379768371582,3be8dcdb2326252010304c546f20d2515f7b20303454d1b61f0842dc56838e12,공간 chunk·material 단위 정적 배치
274,g11021_highway.026,g11021_highway,WMB,Highway visual,5884,3144,mas_fence01_AAA1_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,89.09847259521484,-2.917019844055176,20.56991958618164,100.61060333251953,25.91590118408203,27.53622055053711,2ecf6466f7ae27514512cabe7059202374a22ed47868a6cb37a6854c915d111e,공간 chunk·material 단위 정적 배치
275,g11021_highway.027,g11021_highway,WMB,Highway visual,2767,1433,mas_fence01_AAA1_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,63.5269660949707,-2.917019844055176,16.441009521484375,74.22807312011719,26.420429229736328,22.93678855895996,f827f026f1a583d0bf513502e39f592a4d7143bbefaa24277d40c4f11eb1647d,공간 chunk·material 단위 정적 배치
276,g11021_highway.028,g11021_highway,WMB,Highway visual,352,176,mas_fence01_AAA1_tga,UVMap1;UVMap2;UVMap3;UVMap4,Col,89.9676742553711,-2.917019844055176,20.562049865722656,93.71099090576172,25.91590118408203,21.302980422973633,3ef284c07f2a635781d10989d46a4c8dfc46a71644ed10f30130c1509568e533,공간 chunk·material 단위 정적 배치
